doc_file	start_line	end_line	target_file	region_name	notes
website/src/content/docs/core/plugin-lifecycle.mdx	200	250	plugin_lifecycle.dart	session-plugin-attach	attach with context
website/src/content/docs/core/plugin-lifecycle.mdx	250	300	plugin_lifecycle.dart	runtime-init-default-enabled	init with default-enabled settings
website/src/content/docs/core/plugin-lifecycle.mdx	300	350	plugin_lifecycle.dart	runtime-update-settings	updateSettings disabling a plugin
website/src/content/docs/core/event-bus.mdx	1	50	event_bus.dart	event-bus-on-emit	on+emit basic handler
website/src/content/docs/core/event-bus.mdx	50	100	event_bus.dart	event-bus-priority	priority ordering
website/src/content/docs/core/event-bus.mdx	100	150	event_bus.dart	event-bus-bind	type-agnostic bind tap
website/src/content/docs/core/event-bus.mdx	150	200	event_bus.dart	event-bus-request-response	request/response pattern
website/src/content/docs/core/event-bus.mdx	200	250	event_bus.dart	event-bus-identifier-scoping	identifier-scoped events
website/src/content/docs/core/event-bus.mdx	250	300	event_bus.dart	event-bus-emit-envelope	stopped envelope flag
website/src/content/docs/core/event-bus.mdx	300	350	event_bus.dart	event-bus-mutate-stop	mutate and stop pattern
website/src/content/docs/core/event-bus.mdx	350	400	event_bus.dart	event-bus-standalone	standalone bus creation
website/src/content/docs/core/event-bus.mdx	400	450	event_bus.dart	event-bus-envelope-class	EventEnvelope class demo
website/src/content/docs/core/plugin-services.mdx	1	50	plugin_services.dart	plugin-service-basic	PluginService (stateless)
website/src/content/docs/core/plugin-services.mdx	50	100	plugin_services.dart	plugin-service-settings-inject	injectSettings pattern
website/src/content/docs/core/plugin-services.mdx	100	150	plugin_services.dart	stateful-plugin-service-basic	StatefulPluginService basic attach
website/src/content/docs/core/plugin-services.mdx	150	200	plugin_services.dart	stateful-plugin-service-inject-settings	StatefulPluginService with injectSettings
website/src/content/docs/core/plugin-services.mdx	200	250	plugin_services.dart	stateful-plugin-service-resolve-emit	service resolving and emitting
website/src/content/docs/core/plugin-services.mdx	250	300	plugin_services.dart	plugin-service-settings-runtime	service settings via RuntimeSettings
website/src/content/docs/core/plugin-services.mdx	300	350	plugin_services.dart	session-stateful-plugin-service	SessionStatefulPluginService variant
website/src/content/docs/core/capabilities.mdx	1	50	capabilities.dart	capability-define	defining a Capability subclass
website/src/content/docs/core/capabilities.mdx	50	100	capabilities.dart	capability-register-and-resolve	register and resolveRaw with capability
website/src/content/docs/core/capabilities.mdx	100	150	capabilities.dart	capability-register-multiple	multiple capabilities on one service
website/src/content/docs/core/capabilities.mdx	150	200	capabilities.dart	capability-in-plugin-register	capabilities inside plugin.register()
website/src/content/docs/core/capabilities.mdx	200	250	capabilities.dart	capability-lookup	getOfType / hasType extension
website/src/content/docs/core/capabilities.mdx	250	300	capabilities.dart	capability-resolve-raw-wrapper	resolveRaw returning RegistrationWrapper
website/src/content/docs/core/capabilities.mdx	300	350	capabilities.dart	capability-ui-configurable	UiConfigurableCapability example
website/src/content/docs/core/service-registry.mdx	1	50	service_registry.dart	service-registry-register-all-three	singleton/factory/lazy-singleton styles
website/src/content/docs/core/service-registry.mdx	50	100	service_registry.dart	service-registry-priority	higher priority wins
website/src/content/docs/core/service-registry.mdx	100	150	service_registry.dart	service-registry-namespace	Namespace shorthand for ServiceId
website/src/content/docs/core/service-registry.mdx	150	200	service_registry.dart	service-registry-settings-injection	service reading from injected settings
website/src/content/docs/core/service-registry.mdx	200	250	service_registry.dart	service-registry-scoped-for	scopedFor plugin boundary
website/src/content/docs/core/service-registry.mdx	250	300	service_registry.dart	service-registry-resolve	resolve vs maybeResolve
website/src/content/docs/core/service-registry.mdx	300	350	service_registry.dart	service-registry-resolve-after	resolveAfter deferred resolution
website/src/content/docs/core/service-registry.mdx	350	400	service_registry.dart	service-registry-lazy-singleton-deferred	lazy-singleton deferred init
website/src/content/docs/core/service-registry.mdx	400	450	service_registry.dart	service-registry-enterprise-router-plugin	real-world plugin using namespace
website/src/content/docs/core/sessions.mdx	1	50	sessions.dart	theme-service-broadcast	session broadcast via GlobalPlugin
website/src/content/docs/core/sessions.mdx	50	100	sessions.dart	create-session-with-factory	createSession with contextFactory
website/src/content/docs/core/sessions.mdx	100	150	sessions.dart	multi-session-isolation	multiple sessions have isolated buses
website/src/content/docs/core/sessions.mdx	150	200	sessions.dart	session-update-settings	per-session updateSettings
website/src/content/docs/core/custom-context.mdx	1	50	custom_context.dart	session-plugin-context-subclass	custom SessionPluginContext subclass
website/src/content/docs/core/custom-context.mdx	50	100	custom_context.dart	global-plugin-context-subclass	custom GlobalPluginContext subclass
website/src/content/docs/core/custom-context.mdx	100	150	custom_context.dart	session-plugin-typed-context	typed context usage in plugin attach
website/src/content/docs/core/custom-context.mdx	150	200	custom_context.dart	global-plugin-typed-context	typed global context usage
website/src/content/docs/core/custom-context.mdx	200	250	custom_context.dart	session-plugin-context-stub	SessionPluginContext construction stub
website/src/content/docs/core/custom-context.mdx	250	300	custom_context.dart	global-plugin-context-stub	GlobalPluginContext construction stub
website/src/content/docs/core/custom-context.mdx	300	350	custom_context.dart	plugin-context-stub	base PluginContext stub
website/src/content/docs/guides/testing.mdx	1	50	testing.dart	testing-level-1-service	unit test for a PluginService
website/src/content/docs/guides/testing.mdx	50	100	testing.dart	testing-level-2-plugin	integration test for a plugin
website/src/content/docs/guides/testing.mdx	100	150	testing.dart	testing-tracking-plugin	TrackingPlugin for lifecycle assertion
website/src/content/docs/guides/testing.mdx	150	200	testing.dart	testing-level-3-lifecycle	lifecycle ordering test
website/src/content/docs/guides/testing.mdx	200	250	testing.dart	testing-update-settings-disable	updateSettings disables plugin
website/src/content/docs/guides/testing.mdx	250	300	testing.dart	testing-stateful-service	ChatBuffer stateful service test
website/src/content/docs/guides/testing.mdx	300	350	testing.dart	testing-lifecycle-exception	PluginLifecycleException surfacing test
website/src/content/docs/guides/naming.mdx	1	50	naming.dart	naming-event-past-tense	past-tense event name convention
website/src/content/docs/guides/naming.mdx	50	100	naming.dart	naming-event-imperative	imperative command name convention
website/src/content/docs/guides/naming.mdx	100	150	naming.dart	naming-event-draft	draft mutable event name convention
website/src/content/docs/guides/naming.mdx	150	200	naming.dart	naming-capability	Capability naming convention
website/src/content/docs/guides/naming.mdx	200	250	naming.dart	naming-settings-keys	settings/plugin id naming examples
website/src/content/docs/guides/naming.mdx	250	300	naming.dart	naming-plugin-id	PluginId naming example
website/src/content/docs/guides/naming.mdx	300	350	naming.dart	naming-service-settings	ServiceSettings naming in map
website/src/content/docs/guides/naming.mdx	350	400	naming.dart	naming-namespace-composition	Namespace composition demo
website/src/content/docs/guides/anti-patterns.mdx	1	50	anti_patterns.dart	anti-pattern-direct-subscribe-wrong	subscribing on runtime bus directly (wrong)
website/src/content/docs/guides/anti-patterns.mdx	50	100	anti_patterns.dart	anti-pattern-direct-subscribe-fix	correct: register Redactor as service
website/src/content/docs/guides/anti-patterns.mdx	100	150	anti_patterns.dart	anti-pattern-string-settings-key-wrong	string literal map key (wrong)
website/src/content/docs/guides/anti-patterns.mdx	150	200	anti_patterns.dart	anti-pattern-string-settings-key-fix	typed Pin key (fix)
website/src/content/docs/guides/anti-patterns.mdx	200	250	anti_patterns.dart	anti-pattern-resolve-in-register-wrong	resolve during register() (wrong)
website/src/content/docs/guides/anti-patterns.mdx	250	300	anti_patterns.dart	anti-pattern-resolve-in-register-fix	defer to attach() (fix)
website/src/content/docs/guides/anti-patterns.mdx	300	350	anti_patterns.dart	anti-pattern-plugin-helper-missing-context-wrong	missing context arg (wrong)
website/src/content/docs/guides/anti-patterns.mdx	350	400	anti_patterns.dart	anti-pattern-cache-resolution-wrong	caching resolved service in register (wrong)
website/src/content/docs/guides/anti-patterns.mdx	400	450	anti_patterns.dart	anti-pattern-cache-resolution-fix	non-caching service (fix)
website/src/content/docs/guides/anti-patterns.mdx	450	500	anti_patterns.dart	anti-pattern-shared-instance-wrong	shared plugin instance (wrong)
website/src/content/docs/guides/anti-patterns.mdx	500	550	anti_patterns.dart	anti-pattern-shared-instance-fix	isolated plugin per session (fix)
website/src/content/docs/guides/anti-patterns.mdx	550	600	anti_patterns.dart	anti-pattern-mutable-fact-event-wrong	mutable fact-event (wrong)
website/src/content/docs/guides/anti-patterns.mdx	600	650	anti_patterns.dart	anti-pattern-reserved-plugin-id	reserved plugin id usage
website/src/content/docs/reference/config-fields.mdx	1	50	config_fields.dart	config-field-text	TextConfigField construction
website/src/content/docs/reference/config-fields.mdx	50	100	config_fields.dart	config-field-multiline	MultilineConfigField with moustacheTags
website/src/content/docs/reference/config-fields.mdx	100	150	config_fields.dart	config-field-password	PasswordConfigField
website/src/content/docs/reference/config-fields.mdx	150	200	config_fields.dart	config-field-number	NumberConfigField with bounds
website/src/content/docs/reference/config-fields.mdx	200	250	config_fields.dart	config-field-dropdown	DropdownConfigField with options
website/src/content/docs/reference/config-fields.mdx	250	300	config_fields.dart	config-field-bool	BoolConfigField
website/src/content/docs/reference/config-fields.mdx	300	350	config_fields.dart	config-field-group	GroupConfigField with children
website/src/content/docs/reference/config-fields.mdx	350	400	config_fields.dart	config-field-extension	ExtensionConfigField with rendererKey
website/src/content/docs/reference/config-fields.mdx	400	450	config_fields.dart	ui-configurable-capability-number	UiConfigurableCapability with number field
website/src/content/docs/reference/config-fields.mdx	450	500	config_fields.dart	ui-configurable-capability-full	full capability with three fields
website/src/content/docs/reference/dialog.mdx	1	50	dialog.dart	dialog-show-dialog	showPluginKitDialog function call
website/src/content/docs/reference/dialog.mdx	50	100	dialog.dart	dialog-ui-configurable-capability	service with UiConfigurableCapability
website/src/content/docs/reference/dialog.mdx	100	150	dialog.dart	dialog-visuals-plugin	PluginKitVisualsPlugin setup
website/src/content/docs/reference/dialog.mdx	150	200	dialog.dart	dialog-extension-field	ExtensionConfigField in capability
website/src/content/docs/reference/dialog.mdx	200	250	dialog.dart	dialog-color-picker-renderer	ColorPickerRenderer implementation
website/src/content/docs/reference/dialog.mdx	250	300	dialog.dart	dialog-reference-service-namespace	namespace-based service registration
website/src/content/docs/reference/api-reference.mdx	1	50	api_reference.dart	api-reference-typed-handles	PluginId/Namespace/ServiceId/Pin composition
website/src/content/docs/reference/api-reference.mdx	50	100	api_reference.dart	api-reference-settings	full RuntimeSettings with services map
website/src/content/docs/reference/api-reference.mdx	100	150	api_reference.dart	api-reference-request-patterns	request/maybeRequest/requestSync patterns
website/src/content/docs/reference/api-reference.mdx	150	200	api_reference.dart	api-reference-bind-pattern	bind type-agnostic tap + plugin form
website/src/content/docs/reference/api-reference.mdx	200	250	api_reference.dart	api-reference-scope-routing	global->session and session->global routing
website/src/content/docs/flutter/state-bridges.mdx	1	50	state_bridges.dart	state-bridge-set-state	setState integration with PluginSessionStateListener
website/src/content/docs/flutter/state-bridges.mdx	50	100	state_bridges.dart	state-bridge-event-notifier	PluginEventNotifier<E> factory
website/src/content/docs/flutter/state-bridges.mdx	100	150	state_bridges.dart	state-bridge-chat-message-types	ChatMessage event types used in bridge examples
website/src/content/docs/flutter/flutter-integration.mdx	1	50	flutter_integration.dart	flutter-runtime-scope-in-app	PluginRuntimeScope at app root
website/src/content/docs/flutter/flutter-integration.mdx	50	100	flutter_integration.dart	flutter-builder-watch-event	watchEvent BuildContext extension
website/src/content/docs/flutter/flutter-integration.mdx	100	150	flutter_integration.dart	flutter-terminal-plugin	TerminalPlugin using PanelWidgetFactory
website/src/content/docs/flutter/flutter-integration.mdx	150	200	flutter_integration.dart	flutter-toggle-pending-serialize	serializing enable/disable toggles
website/src/content/docs/flutter/flutter-integration.mdx	200	250	flutter_integration.dart	flutter-fake-search-plugin	FakeSearchPlugin for testing
website/src/content/docs/flutter/flutter-integration.mdx	250	300	flutter_integration.dart	flutter-plugin-event-notifier	PluginEventCubit with session.on
website/src/content/docs/guides/logging.mdx	1	50	logging.dart	logging-lifecycle-exception	catching PluginLifecycleException
website/src/content/docs/guides/logging.mdx	50	100	logging.dart	logging-request-unavailable	catching RequestUnavailableException
website/src/content/docs/guides/logging.mdx	100	150	logging.dart	logging-try-catch-plugin-init	try/catch around runtime.init()
